cost,instance_seed,instance,postpone_epoch,postpone_seed
389221,3,ORTEC-VRPTW-ASYM-91a5c759-d1-n263-k35.txt,1,1
355783,3,ORTEC-VRPTW-ASYM-617e20d7-d1-n203-k15.txt,1,1
456320,3,ORTEC-VRPTW-ASYM-d0d70aec-d1-n290-k18.txt,1,1
257715,3,ORTEC-VRPTW-ASYM-35fbecef-d1-n220-k15.txt,1,1
374634,3,ORTEC-VRPTW-ASYM-57242a8c-d1-n309-k19.txt,1,1
271951,3,ORTEC-VRPTW-ASYM-4cf3d422-d1-n238-k30.txt,1,1
394390,3,ORTEC-VRPTW-ASYM-a53f89ac-d1-n234-k20.txt,1,1
579420,3,ORTEC-VRPTW-ASYM-b35f2931-d1-n212-k13.txt,1,1
454575,3,ORTEC-VRPTW-ASYM-b0db3a58-d1-n220-k13.txt,1,1
598488,3,ORTEC-VRPTW-ASYM-a53ed404-d1-n406-k25.txt,1,1
253334,3,ORTEC-VRPTW-ASYM-8bc1fa17-d1-n302-k23.txt,1,1
371867,3,ORTEC-VRPTW-ASYM-937b2edc-d1-n234-k15.txt,1,1
481159,3,ORTEC-VRPTW-ASYM-f216c483-d1-n399-k28.txt,1,1
688139,3,ORTEC-VRPTW-ASYM-13db18b2-d1-n310-k20.txt,1,1
504276,3,ORTEC-VRPTW-ASYM-83be8e48-d1-n350-k21.txt,1,1
441698,3,ORTEC-VRPTW-ASYM-f854cc6f-d1-n299-k23.txt,1,1
364436,3,ORTEC-VRPTW-ASYM-04c694cd-d1-n254-k18.txt,1,1
460207,3,ORTEC-VRPTW-ASYM-6650f64e-d1-n586-k32.txt,1,1
554197,3,ORTEC-VRPTW-ASYM-27e27157-d1-n350-k22.txt,1,1
497386,3,ORTEC-VRPTW-ASYM-c15b0201-d1-n320-k20.txt,1,1
403698,3,ORTEC-VRPTW-ASYM-6c6190a5-d1-n323-k20.txt,1,1
478931,3,ORTEC-VRPTW-ASYM-e7835db2-d1-n650-k42.txt,1,1
694903,3,ORTEC-VRPTW-ASYM-6ac64141-d1-n254-k20.txt,1,1
349768,3,ORTEC-VRPTW-ASYM-37bce731-d1-n239-k20.txt,1,1
399939,3,ORTEC-VRPTW-ASYM-d83ecd50-d1-n399-k30.txt,1,1
331833,3,ORTEC-VRPTW-ASYM-0dc59ef2-d1-n213-k25.txt,1,1
383517,3,ORTEC-VRPTW-ASYM-d47924f8-d1-n225-k14.txt,1,1
470958,3,ORTEC-VRPTW-ASYM-971718c6-d1-n220-k15.txt,1,1
337125,3,ORTEC-VRPTW-ASYM-7a65458b-d1-n326-k20.txt,1,1
484322,3,ORTEC-VRPTW-ASYM-38e65f4b-d1-n443-k35.txt,1,1
406889,3,ORTEC-VRPTW-ASYM-3cc58e3a-d1-n345-k22.txt,1,1
447867,3,ORTEC-VRPTW-ASYM-7b8058ef-d1-n299-k20.txt,1,1
540429,3,ORTEC-VRPTW-ASYM-7101755b-d1-n514-k31.txt,1,1
466356,3,ORTEC-VRPTW-ASYM-c82ca041-d1-n393-k23.txt,1,1
474468,3,ORTEC-VRPTW-ASYM-0bdff870-d1-n458-k35.txt,1,1
339558,3,ORTEC-VRPTW-ASYM-f3d74014-d1-n238-k13.txt,1,1
252601,3,ORTEC-VRPTW-ASYM-7d3e0a2b-d1-n307-k28.txt,1,1
349745,3,ORTEC-VRPTW-ASYM-3ff97275-d1-n426-k30.txt,1,1
516591,3,ORTEC-VRPTW-ASYM-4e5f1a3a-d1-n205-k17.txt,1,1
606512,3,ORTEC-VRPTW-ASYM-55a26fb1-d1-n326-k25.txt,1,1
493378,3,ORTEC-VRPTW-ASYM-4b81ac13-d1-n288-k30.txt,1,1
429920,3,ORTEC-VRPTW-ASYM-e159d033-d1-n363-k27.txt,1,1
499073,3,ORTEC-VRPTW-ASYM-752be4a9-d1-n372-k24.txt,1,1
445180,3,ORTEC-VRPTW-ASYM-d708f094-d1-n300-k18.txt,1,1
404029,3,ORTEC-VRPTW-ASYM-e92a0b44-d1-n501-k33.txt,1,1
316358,3,ORTEC-VRPTW-ASYM-4c69f727-d1-n204-k12.txt,1,1
363850,3,ORTEC-VRPTW-ASYM-886856a8-d1-n455-k45.txt,1,1
576117,3,ORTEC-VRPTW-ASYM-5b9c2a77-d1-n284-k20.txt,1,1
349153,3,ORTEC-VRPTW-ASYM-37572525-d1-n240-k16.txt,1,1
690140,3,ORTEC-VRPTW-ASYM-6199a008-d1-n220-k20.txt,1,1
286786,3,ORTEC-VRPTW-ASYM-4f179ccb-d1-n416-k26.txt,1,1
344473,4,ORTEC-VRPTW-ASYM-ef1c4bb9-d1-n236-k20.txt,1,1
444549,4,ORTEC-VRPTW-ASYM-fb19b5fc-d1-n274-k18.txt,1,1
501819,4,ORTEC-VRPTW-ASYM-4b81ac13-d1-n288-k30.txt,1,1
390569,4,ORTEC-VRPTW-ASYM-617e20d7-d1-n203-k15.txt,1,1
331571,4,ORTEC-VRPTW-ASYM-83a6eaf5-d1-n225-k20.txt,1,1
450998,4,ORTEC-VRPTW-ASYM-dd59b788-d1-n252-k18.txt,1,1
475712,4,ORTEC-VRPTW-ASYM-f2de4908-d1-n403-k34.txt,1,1
408563,4,ORTEC-VRPTW-ASYM-97d6ff30-d1-n328-k22.txt,1,1
479292,4,ORTEC-VRPTW-ASYM-9d100d94-d1-n409-k25.txt,1,1
298299,4,ORTEC-VRPTW-ASYM-d1906538-d1-n226-k30.txt,1,1
532171,4,ORTEC-VRPTW-ASYM-db776df3-d1-n322-k23.txt,1,1
441755,4,ORTEC-VRPTW-ASYM-7fb5f610-d1-n532-k40.txt,1,1
503749,4,ORTEC-VRPTW-ASYM-deb1b4a4-d1-n457-k29.txt,1,1
463755,4,ORTEC-VRPTW-ASYM-50d3c13c-d1-n335-k28.txt,1,1
555248,4,ORTEC-VRPTW-ASYM-d5a2598f-d1-n344-k22.txt,1,1
266616,4,ORTEC-VRPTW-ASYM-5525d5a9-d1-n255-k20.txt,1,1
361490,4,ORTEC-VRPTW-ASYM-7e181d8a-d1-n305-k25.txt,1,1
328352,4,ORTEC-VRPTW-ASYM-844ea26c-d1-n231-k15.txt,1,1
322127,4,ORTEC-VRPTW-ASYM-293f7c12-d1-n237-k20.txt,1,1
368256,4,ORTEC-VRPTW-ASYM-41880837-d1-n262-k20.txt,1,1
481676,4,ORTEC-VRPTW-ASYM-a9d4edc2-d1-n200-k15.txt,1,1
395530,4,ORTEC-VRPTW-ASYM-aa746fc7-d1-n478-k45.txt,1,1
545805,4,ORTEC-VRPTW-ASYM-f80d8c50-d1-n208-k15.txt,1,1
447052,4,ORTEC-VRPTW-ASYM-1bdf25a7-d1-n531-k43.txt,1,1
365240,4,ORTEC-VRPTW-ASYM-b345b203-d1-n215-k15.txt,1,1
416987,4,ORTEC-VRPTW-ASYM-2e0a30ff-d1-n491-k36.txt,1,1
259273,4,ORTEC-VRPTW-ASYM-c67b3a3f-d1-n342-k21.txt,1,1
428819,4,ORTEC-VRPTW-ASYM-e159d033-d1-n363-k27.txt,1,1
591721,4,ORTEC-VRPTW-ASYM-e6de598f-d1-n277-k16.txt,1,1
510550,4,ORTEC-VRPTW-ASYM-53690b3c-d1-n321-k35.txt,1,1
396266,4,ORTEC-VRPTW-ASYM-ef7dad5e-d1-n200-k12.txt,1,1
469797,4,ORTEC-VRPTW-ASYM-aecf9ffb-d1-n420-k26.txt,1,1
627518,4,ORTEC-VRPTW-ASYM-7610508a-d1-n230-k15.txt,1,1
246656,4,ORTEC-VRPTW-ASYM-d3fb97ea-d1-n212-k15.txt,1,1
248349,4,ORTEC-VRPTW-ASYM-7ebadc2f-d1-n237-k35.txt,1,1
498406,4,ORTEC-VRPTW-ASYM-ffa0f3b4-d1-n363-k22.txt,1,1
308270,4,ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12.txt,1,1
261087,4,ORTEC-VRPTW-ASYM-e2f2ccf7-d1-n285-k25.txt,1,1
478833,4,ORTEC-VRPTW-ASYM-8971de71-d1-n558-k34.txt,1,1
329464,4,ORTEC-VRPTW-ASYM-a6f1b493-d1-n299-k21.txt,1,1
364076,4,ORTEC-VRPTW-ASYM-e4647cbd-d1-n262-k20.txt,1,1
624812,4,ORTEC-VRPTW-ASYM-2e2ef021-d1-n210-k17.txt,1,1
702051,4,ORTEC-VRPTW-ASYM-6199a008-d1-n220-k20.txt,1,1
502112,4,ORTEC-VRPTW-ASYM-77e75b62-d1-n227-k15.txt,1,1
446509,4,ORTEC-VRPTW-ASYM-7b8058ef-d1-n299-k20.txt,1,1
571771,4,ORTEC-VRPTW-ASYM-50d1f78d-d1-n329-k19.txt,1,1
362684,4,ORTEC-VRPTW-ASYM-62980c46-d1-n254-k20.txt,1,1
365947,4,ORTEC-VRPTW-ASYM-6ac64141-d1-n254-k20.txt,1,1
367759,4,ORTEC-VRPTW-ASYM-ab61546c-d1-n265-k20.txt,1,1
571771,4,ORTEC-VRPTW-ASYM-60a623ab-d1-n329-k20.txt,1,1
438244,4,ORTEC-VRPTW-ASYM-cc98aff5-d1-n261-k20.txt,1,1
294634,4,ORTEC-VRPTW-ASYM-e814fc2f-d1-n247-k25.txt,1,1
427190,4,ORTEC-VRPTW-ASYM-c82ca041-d1-n393-k23.txt,1,1
354514,4,ORTEC-VRPTW-ASYM-d9af647d-d1-n237-k16.txt,1,1
468954,4,ORTEC-VRPTW-ASYM-0bdff870-d1-n458-k35.txt,1,1
398403,4,ORTEC-VRPTW-ASYM-4285a426-d1-n450-k28.txt,1,1
426718,4,ORTEC-VRPTW-ASYM-4e39e33e-d1-n331-k31.txt,1,1
492936,4,ORTEC-VRPTW-ASYM-d0b8103f-d1-n299-k21.txt,1,1
393822,4,ORTEC-VRPTW-ASYM-d83ecd50-d1-n399-k30.txt,1,1
737214,4,ORTEC-VRPTW-ASYM-bbed1122-d1-n347-k25.txt,1,1
451689,4,ORTEC-VRPTW-ASYM-36b75313-d1-n225-k15.txt,1,1
256149,4,ORTEC-VRPTW-ASYM-b201abbb-d1-n360-k24.txt,1,1
317497,4,ORTEC-VRPTW-ASYM-4b1392b2-d1-n338-k21.txt,1,1
461087,4,ORTEC-VRPTW-ASYM-edb5bbc1-d1-n350-k24.txt,1,1
380916,4,ORTEC-VRPTW-ASYM-6d6b508e-d1-n413-k35.txt,1,1
371711,4,ORTEC-VRPTW-ASYM-37572525-d1-n240-k16.txt,1,1
255708,4,ORTEC-VRPTW-ASYM-26e86ad5-d1-n288-k20.txt,1,1
526312,4,ORTEC-VRPTW-ASYM-68e134ef-d1-n267-k20.txt,1,1
346155,4,ORTEC-VRPTW-ASYM-a59d64ac-d1-n328-k20.txt,1,1
353106,4,ORTEC-VRPTW-ASYM-f3d74014-d1-n238-k13.txt,1,1
464801,4,ORTEC-VRPTW-ASYM-3ce62772-d1-n241-k18.txt,1,1
394175,4,ORTEC-VRPTW-ASYM-7ef1213a-d1-n292-k23.txt,1,1
372990,4,ORTEC-VRPTW-ASYM-fd08dfcd-d1-n309-k19.txt,1,1
379832,4,ORTEC-VRPTW-ASYM-e8628692-d1-n296-k18.txt,1,1
506879,4,ORTEC-VRPTW-ASYM-5fa16580-d1-n329-k25.txt,1,1
502996,4,ORTEC-VRPTW-ASYM-4e5f1a3a-d1-n205-k17.txt,1,1
359810,4,ORTEC-VRPTW-ASYM-31c42adc-d1-n206-k12.txt,1,1
398690,4,ORTEC-VRPTW-ASYM-886856a8-d1-n455-k45.txt,1,1
527384,4,ORTEC-VRPTW-ASYM-9219f367-d1-n252-k20.txt,1,1
380167,4,ORTEC-VRPTW-ASYM-7ca2d255-d1-n339-k20.txt,1,1
366811,4,ORTEC-VRPTW-ASYM-d47924f8-d1-n225-k14.txt,1,1
252969,4,ORTEC-VRPTW-ASYM-1de83915-d1-n262-k15.txt,1,1
266448,4,ORTEC-VRPTW-ASYM-acc237bb-d1-n390-k23.txt,1,1
503038,4,ORTEC-VRPTW-ASYM-93ee144d-d1-n688-k38.txt,1,1
360057,4,ORTEC-VRPTW-ASYM-c7657e35-d1-n275-k21.txt,1,1
333627,4,ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20.txt,1,1
477871,4,ORTEC-VRPTW-ASYM-c15b0201-d1-n320-k20.txt,1,1
389135,4,ORTEC-VRPTW-ASYM-a53f89ac-d1-n234-k20.txt,1,1
371411,4,ORTEC-VRPTW-ASYM-7f162df6-d1-n293-k18.txt,1,1
359206,4,ORTEC-VRPTW-ASYM-9d043e37-d1-n205-k20.txt,1,1
281011,4,ORTEC-VRPTW-ASYM-9ba5962e-d1-n329-k23.txt,1,1
435352,4,ORTEC-VRPTW-ASYM-addee14a-d1-n302-k20.txt,1,1
399517,4,ORTEC-VRPTW-ASYM-ae0802e0-d1-n268-k15.txt,1,1
413861,4,ORTEC-VRPTW-ASYM-27e27157-d1-n350-k22.txt,1,1
268240,4,ORTEC-VRPTW-ASYM-b3059fbe-d1-n325-k20.txt,1,1
504808,4,ORTEC-VRPTW-ASYM-cc815064-d1-n470-k26.txt,1,1
465769,4,ORTEC-VRPTW-ASYM-2cbc6e34-d1-n454-k35.txt,1,1
396509,4,ORTEC-VRPTW-ASYM-3cc58e3a-d1-n345-k22.txt,1,1
366675,4,ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30.txt,1,1
465065,4,ORTEC-VRPTW-ASYM-fb43d5a5-d1-n263-k17.txt,1,1
522189,5,ORTEC-VRPTW-ASYM-af03d3bd-d1-n214-k15.txt,1,1
479649,5,ORTEC-VRPTW-ASYM-56c07872-d1-n309-k25.txt,1,1
582740,5,ORTEC-VRPTW-ASYM-ca1ed34e-d1-n226-k21.txt,1,1
378581,5,ORTEC-VRPTW-ASYM-ae0802e0-d1-n268-k15.txt,1,1
534061,5,ORTEC-VRPTW-ASYM-7101755b-d1-n514-k31.txt,1,1
519533,5,ORTEC-VRPTW-ASYM-4e5f1a3a-d1-n205-k17.txt,1,1
503822,5,ORTEC-VRPTW-ASYM-c15b0201-d1-n320-k20.txt,1,1
340402,5,ORTEC-VRPTW-ASYM-d0d70aec-d1-n290-k18.txt,1,1
367099,5,ORTEC-VRPTW-ASYM-bdfcbd22-d1-n247-k20.txt,1,1
462212,5,ORTEC-VRPTW-ASYM-ccc004aa-d1-n224-k12.txt,1,1
505203,5,ORTEC-VRPTW-ASYM-8971de71-d1-n558-k34.txt,1,1
439557,5,ORTEC-VRPTW-ASYM-9c08a0ac-d1-n250-k15.txt,1,1
479212,5,ORTEC-VRPTW-ASYM-b3635658-d1-n457-k28.txt,1,1
602226,5,ORTEC-VRPTW-ASYM-8512fc31-d1-n201-k20.txt,1,1
389694,5,ORTEC-VRPTW-ASYM-9ee807e9-d1-n248-k15.txt,1,1
451011,5,ORTEC-VRPTW-ASYM-9faccacb-d1-n397-k22.txt,1,1
344811,5,ORTEC-VRPTW-ASYM-ab61546c-d1-n265-k20.txt,1,1
480835,5,ORTEC-VRPTW-ASYM-11527044-d1-n470-k27.txt,1,1
409959,5,ORTEC-VRPTW-ASYM-02182cf8-d1-n327-k20.txt,1,1
533958,5,ORTEC-VRPTW-ASYM-fec88673-d1-n302-k25.txt,1,1
651132,5,ORTEC-VRPTW-ASYM-640de60f-d1-n318-k25.txt,1,1
328208,5,ORTEC-VRPTW-ASYM-945a5617-d1-n355-k27.txt,1,1
617670,5,ORTEC-VRPTW-ASYM-2e2ef021-d1-n210-k17.txt,1,1
257633,5,ORTEC-VRPTW-ASYM-acc237bb-d1-n390-k23.txt,1,1
506370,5,ORTEC-VRPTW-ASYM-dd43a785-d1-n880-k50.txt,1,1
376597,5,ORTEC-VRPTW-ASYM-04c694cd-d1-n254-k18.txt,1,1
517328,5,ORTEC-VRPTW-ASYM-fa18d4ba-d1-n349-k30.txt,1,1
486457,5,ORTEC-VRPTW-ASYM-2c4cceaa-d1-n470-k35.txt,1,1
508972,5,ORTEC-VRPTW-ASYM-4b81ac13-d1-n288-k30.txt,1,1
406745,5,ORTEC-VRPTW-ASYM-d83ecd50-d1-n399-k30.txt,1,1
533147,5,ORTEC-VRPTW-ASYM-6f54fdb4-d1-n392-k25.txt,1,1
343458,5,ORTEC-VRPTW-ASYM-7a80cc21-d1-n214-k15.txt,1,1
343737,5,ORTEC-VRPTW-ASYM-e4647cbd-d1-n262-k20.txt,1,1
469845,5,ORTEC-VRPTW-ASYM-f854cc6f-d1-n299-k23.txt,1,1
356640,5,ORTEC-VRPTW-ASYM-7a65458b-d1-n326-k20.txt,1,1
477197,5,ORTEC-VRPTW-ASYM-c82ca041-d1-n393-k23.txt,1,1
502256,5,ORTEC-VRPTW-ASYM-77a8b324-d1-n330-k23.txt,1,1
529162,5,ORTEC-VRPTW-ASYM-ed97d7dc-d1-n416-k23.txt,1,1
384578,5,ORTEC-VRPTW-ASYM-62980c46-d1-n254-k20.txt,1,1
423937,5,ORTEC-VRPTW-ASYM-40856d69-d1-n217-k12.txt,1,1
259693,5,ORTEC-VRPTW-ASYM-5525d5a9-d1-n255-k20.txt,1,1
623407,5,ORTEC-VRPTW-ASYM-d5a2598f-d1-n344-k22.txt,1,1
378581,5,ORTEC-VRPTW-ASYM-dec17385-d1-n268-k20.txt,1,1
473089,5,ORTEC-VRPTW-ASYM-30d4e457-d1-n290-k20.txt,1,1
449178,5,ORTEC-VRPTW-ASYM-8dfa33df-d1-n328-k31.txt,1,1
415207,5,ORTEC-VRPTW-ASYM-6c6190a5-d1-n323-k20.txt,1,1
448192,5,ORTEC-VRPTW-ASYM-b0db3a58-d1-n220-k13.txt,1,1
634002,5,ORTEC-VRPTW-ASYM-01829532-d1-n324-k22.txt,1,1
552997,5,ORTEC-VRPTW-ASYM-574c9314-d1-n288-k18.txt,1,1
353265,5,ORTEC-VRPTW-ASYM-2aa3e5eb-d1-n239-k18.txt,1,1
392359,5,ORTEC-VRPTW-ASYM-4e39e33e-d1-n331-k31.txt,1,1
453520,5,ORTEC-VRPTW-ASYM-92bc6975-d1-n273-k20.txt,1,1
326485,5,ORTEC-VRPTW-ASYM-c853ff0d-d1-n236-k15.txt,1,1
313890,5,ORTEC-VRPTW-ASYM-00c5356f-d1-n258-k12.txt,1,1
868112,5,ORTEC-VRPTW-ASYM-53690b3c-d1-n321-k35.txt,1,1
486271,5,ORTEC-VRPTW-ASYM-50d3c13c-d1-n335-k28.txt,1,1
427091,5,ORTEC-VRPTW-ASYM-bc44b197-d1-n296-k18.txt,1,1
368016,5,ORTEC-VRPTW-ASYM-0797afaf-d1-n313-k20.txt,1,1
452212,5,ORTEC-VRPTW-ASYM-ca5d17ad-d1-n246-k15.txt,1,1
484298,5,ORTEC-VRPTW-ASYM-38e65f4b-d1-n443-k35.txt,1,1
332496,5,ORTEC-VRPTW-ASYM-a6f1b493-d1-n299-k21.txt,1,1
312400,5,ORTEC-VRPTW-ASYM-a1081c7b-d1-n325-k20.txt,1,1
424539,5,ORTEC-VRPTW-ASYM-19eafe1e-d1-n458-k35.txt,1,1
509028,5,ORTEC-VRPTW-ASYM-1a452a2c-d1-n391-k23.txt,1,1
250696,5,ORTEC-VRPTW-ASYM-82340194-d1-n270-k18.txt,1,1
354417,5,ORTEC-VRPTW-ASYM-37bce731-d1-n239-k20.txt,1,1
422683,5,ORTEC-VRPTW-ASYM-4285a426-d1-n450-k28.txt,1,1
680640,5,ORTEC-VRPTW-ASYM-d1906538-d1-n226-k30.txt,1,1
479448,5,ORTEC-VRPTW-ASYM-a9d4edc2-d1-n200-k15.txt,1,1
382033,5,ORTEC-VRPTW-ASYM-b7ae3aa2-d1-n304-k23.txt,1,1
300699,5,ORTEC-VRPTW-ASYM-e87e8a3a-d1-n235-k25.txt,1,1
345993,5,ORTEC-VRPTW-ASYM-c7657e35-d1-n275-k21.txt,1,1
270867,5,ORTEC-VRPTW-ASYM-c67b3a3f-d1-n342-k21.txt,1,1
322787,5,ORTEC-VRPTW-ASYM-e32e5e1a-d1-n214-k12.txt,1,1
455763,5,ORTEC-VRPTW-ASYM-7fa45da1-d1-n316-k19.txt,1,1
438514,5,ORTEC-VRPTW-ASYM-fb19b5fc-d1-n274-k18.txt,1,1
368717,5,ORTEC-VRPTW-ASYM-ce78488d-d1-n332-k30.txt,1,1
256689,5,ORTEC-VRPTW-ASYM-b3059fbe-d1-n325-k20.txt,1,1
419232,5,ORTEC-VRPTW-ASYM-afb4cbe2-d1-n457-k45.txt,1,1
385148,5,ORTEC-VRPTW-ASYM-91a5c759-d1-n263-k35.txt,1,1
451677,5,ORTEC-VRPTW-ASYM-7b8058ef-d1-n299-k20.txt,1,1
406103,5,ORTEC-VRPTW-ASYM-a53f89ac-d1-n234-k20.txt,1,1
254482,5,ORTEC-VRPTW-ASYM-e2f2ccf7-d1-n285-k25.txt,1,1
378581,5,ORTEC-VRPTW-ASYM-7e105293-d1-n268-k18.txt,1,1
405149,5,ORTEC-VRPTW-ASYM-7ef1213a-d1-n292-k23.txt,1,1
1013928,5,ORTEC-VRPTW-ASYM-5b9c2a77-d1-n284-k20.txt,1,1
295319,5,ORTEC-VRPTW-ASYM-ef56c080-d1-n327-k20.txt,1,1
423844,5,ORTEC-VRPTW-ASYM-addee14a-d1-n302-k20.txt,1,1
420192,5,ORTEC-VRPTW-ASYM-ef7dad5e-d1-n200-k12.txt,1,1
472017,5,ORTEC-VRPTW-ASYM-9ffcb659-d1-n425-k25.txt,1,1
499843,5,ORTEC-VRPTW-ASYM-60a623ab-d1-n329-k20.txt,1,1
600576,5,ORTEC-VRPTW-ASYM-9016f313-d1-n200-k20.txt,1,1
490634,5,ORTEC-VRPTW-ASYM-e785c231-d1-n291-k16.txt,1,1
251320,5,ORTEC-VRPTW-ASYM-35fbecef-d1-n220-k15.txt,1,1
434453,5,ORTEC-VRPTW-ASYM-5c968166-d1-n320-k20.txt,1,1
535491,5,ORTEC-VRPTW-ASYM-5e5904f3-d1-n203-k15.txt,1,1
255601,5,ORTEC-VRPTW-ASYM-53ac3334-d1-n285-k21.txt,1,1
421124,5,ORTEC-VRPTW-ASYM-7fb5f610-d1-n532-k40.txt,1,1
473505,5,ORTEC-VRPTW-ASYM-e7835db2-d1-n650-k42.txt,1,1
255742,5,ORTEC-VRPTW-ASYM-8bc1fa17-d1-n302-k23.txt,1,1
